STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN,State
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20121006,0.0,25.4,33.5,15.9,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20140930,0.0,25.4,33.5,15.9,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20141013,0.5,25.4,33.5,15.9,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20151223,0.0,25.4,33.5,15.9,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160405,0.0,25.4,33.5,15.9,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20120414,0.0,17.9,33.5,10.4,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150225,0.0,18.7,33.5,8.4,San Luis Potosi
GHCND:MXM00076423,DURANGO DGO. MX,20110302,0.0,19.6,33.5,5.1,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120126,1.8,19.8,33.5,11.9,San Luis Potosi
GHCND:MX000016144,ZAMORA MX,20150811,1.5,20.9,33.5,14.0,Michoacan
GHCND:MXM00076423,DURANGO DGO. MX,20130421,0.0,21.2,33.5,7.0,Durango
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20130524,40.9,21.3,33.5,14.8,Queretaro
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110303,0.0,21.5,33.5,6.3,San Luis Potosi
GHCND:MX000014066,GUADALAJARA MX,20130327,0.0,21.6,33.5,10.0,Jalisco
GHCND:MXM00076762,CHILPANCINGO RO. MX,20130219,0.0,21.7,33.5,15.0,Guerrero
GHCND:MXM00076762,CHILPANCINGO RO. MX,20140728,24.9,21.7,33.5,16.0,Guerrero
GHCND:MX000016144,ZAMORA MX,20160425,0.0,21.7,33.5,10.8,Michoacan
GHCND:MX000076577,GUANAJUATO MX,20140323,0.0,21.9,33.5,13.8,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20111123,0.0,22.1,33.5,15.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20161013,0.0,22.1,33.5,13.9,San Luis Potosi
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160415,0.0,22.2,33.5,14.5,Baja California
GHCND:MX000014066,GUADALAJARA MX,20140321,0.0,22.2,33.5,11.0,Jalisco
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160306,0.0,22.2,33.5,11.0,San Luis Potosi
GHCND:MXM00076423,DURANGO DGO. MX,20110406,0.0,22.3,33.5,11.0,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20120412,0.0,22.3,33.5,11.9,Durango
GHCND:MX000076577,GUANAJUATO MX,20130509,0.0,22.3,33.5,12.6,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20121112,0.0,22.3,33.5,10.6,San Luis Potosi
GHCND:MX000076577,GUANAJUATO MX,20130511,0.0,22.4,33.5,15.1,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20111022,0.0,22.4,33.5,7.2,San Luis Potosi
GHCND:MX000017004,CUERNAVACA MX,20160420,0.3,22.5,33.5,16.4,Morelos
GHCND:MX000076577,GUANAJUATO MX,20130619,0.0,22.6,33.5,14.6,Guanajuato
GHCND:MX000014066,GUADALAJARA MX,20120423,0.0,22.7,33.5,13.2,Jalisco
GHCND:MXM00076423,DURANGO DGO. MX,20120804,0.0,22.8,33.5,15.2,Durango
GHCND:MX000076577,GUANAJUATO MX,20110409,0.0,22.8,33.5,12.4,Guanajuato
GHCND:MXM00076762,CHILPANCINGO RO. MX,20140316,0.0,22.8,33.5,15.7,Guerrero
GHCND:MXM00076762,CHILPANCINGO RO. MX,20140604,6.1,22.8,33.5,18.2,Guerrero
GHCND:MXM00076762,CHILPANCINGO RO. MX,20170209,0.0,22.9,33.5,12.0,Guerrero
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140326,0.0,23.0,33.5,12.4,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20130428,0.0,23.0,33.5,14.0,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150317,0.0,23.1,33.5,14.0,Baja California
GHCND:MX000076577,GUANAJUATO MX,20120505,0.0,23.1,33.5,15.5,Guanajuato
GHCND:MXM00076762,CHILPANCINGO RO. MX,20120228,0.0,23.1,33.5,15.4,Guerrero
GHCND:MX000076577,GUANAJUATO MX,20130428,0.0,23.2,33.5,14.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20160509,0.0,23.2,33.5,16.2,Guanajuato
GHCND:MX000014066,GUADALAJARA MX,20160614,33.5,23.2,33.5,15.6,Jalisco
GHCND:MXM00076423,DURANGO DGO. MX,20130611,0.0,23.3,33.5,17.0,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120325,0.0,23.4,33.5,13.5,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160202,0.0,23.4,33.5,8.4,San Luis Potosi
GHCND:MXM00076423,DURANGO DGO. MX,20130807,0.0,23.5,33.5,14.0,Durango
GHCND:MX000076577,GUANAJUATO MX,20110509,0.0,23.5,33.5,15.0,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120302,0.0,23.5,33.5,12.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150325,0.5,23.6,33.5,14.9,San Luis Potosi
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160526,0.0,23.7,33.5,13.4,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130406,0.0,23.8,33.5,11.8,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140414,0.0,23.8,33.5,11.2,Baja California
GHCND:MXM00076762,CHILPANCINGO RO. MX,20140502,0.0,23.8,33.5,16.8,Guerrero
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20111018,0.0,23.9,33.5,11.6,San Luis Potosi
GHCND:MXM00076258,CIUDAD OBREGON SON. MX,20120418,0.0,23.9,33.5,10.0,Sonora
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130413,0.0,24.1,33.5,10.8,Baja California
GHCND:MX000016144,ZAMORA MX,20140428,0.0,24.1,33.5,14.0,Michoacan
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140619,14.7,24.1,33.5,18.5,San Luis Potosi
GHCND:MXM00076762,CHILPANCINGO RO. MX,20110812,0.0,24.2,33.5,17.8,Guerrero
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20141231,0.0,24.3,33.5,19.0,Campeche
GHCND:MX000076577,GUANAJUATO MX,20120606,0.0,24.3,33.5,17.0,Guanajuato
GHCND:MX000016144,ZAMORA MX,20160418,0.0,24.3,33.5,14.5,Michoacan
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140702,0.0,24.3,33.5,18.3,San Luis Potosi
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20140114,0.0,24.4,33.5,19.0,Campeche
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20121021,0.0,24.4,33.5,16.5,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20151008,0.0,24.4,33.5,17.3,San Luis Potosi
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20121113,0.0,24.5,33.5,19.0,Campeche
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160301,2.8,24.5,33.5,14.0,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20110731,0.0,24.5,33.5,16.0,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20150905,0.0,24.5,33.5,13.9,Durango
GHCND:MX000076577,GUANAJUATO MX,20120426,0.0,24.5,33.5,12.9,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120816,0.5,24.5,33.5,17.3,San Luis Potosi
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20140417,0.0,24.6,33.5,13.9,Coahuila
GHCND:MX000016144,ZAMORA MX,20150426,0.0,24.6,33.5,14.6,Michoacan
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110915,0.0,24.6,33.5,16.7,San Luis Potosi
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150521,0.0,24.7,33.5,13.6,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20110817,0.0,24.7,33.5,14.5,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120822,0.3,24.7,33.5,17.0,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140912,0.0,24.7,33.5,17.3,San Luis Potosi
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160730,92.7,24.8,33.5,18.5,Coahuila
GHCND:MXM00076762,CHILPANCINGO RO. MX,20120611,0.0,24.8,33.5,19.9,Guerrero
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110506,0.0,24.8,33.5,10.6,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150826,0.0,24.8,33.5,18.0,San Luis Potosi
GHCND:MX000076577,GUANAJUATO MX,20160528,0.0,24.9,33.5,16.1,Guanajuato
GHCND:MXM00076762,CHILPANCINGO RO. MX,20130520,0.0,24.9,33.5,18.7,Guerrero
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140523,0.0,24.9,33.5,19.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140730,0.0,24.9,33.5,16.8,San Luis Potosi
GHCND:MXM00076258,CIUDAD OBREGON SON. MX,20131109,0.0,24.9,33.5,15.0,Sonora
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120401,0.0,25.0,33.5,15.8,San Luis Potosi
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20140901,9.7,25.1,33.5,23.4,Campeche
GHCND:MX000014066,GUADALAJARA MX,20140522,0.0,25.1,33.5,16.8,Jalisco
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20130528,0.0,25.1,33.5,17.8,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150530,0.0,25.1,33.5,19.2,San Luis Potosi
GHCND:MXM00076548,TAMPICO TAMPS MX,20160503,0.0,25.1,33.5,22.6,Tampico
GHCND:MXM00076762,CHILPANCINGO RO. MX,20130618,0.0,25.2,33.5,17.8,Guerrero
GHCND:MXM00076423,DURANGO DGO. MX,20120425,0.0,25.3,33.5,11.1,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20131006,0.0,25.3,33.5,15.1,San Luis Potosi
GHCND:MXM00076258,CIUDAD OBREGON SON. MX,20121019,0.0,25.3,33.5,16.2,Sonora
GHCND:MXM00076258,CIUDAD OBREGON SON. MX,20161118,0.0,25.3,33.5,10.8,Sonora
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20111223,0.0,25.4,33.5,19.4,Campeche
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20130330,0.0,25.4,33.5,17.8,Campeche
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140203,0.0,25.4,33.5,13.5,Chiapas
GHCND:MX000016144,ZAMORA MX,20170325,0.0,25.4,33.5,13.5,Michoacan
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140821,0.0,25.4,33.5,17.5,San Luis Potosi
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131201,0.0,25.5,33.5,18.0,Chiapas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120824,0.0,25.5,33.5,18.5,San Luis Potosi
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20130901,0.0,25.6,33.5,22.3,Campeche
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140919,0.0,25.6,33.5,18.6,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150719,3.0,25.6,33.5,20.0,San Luis Potosi
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160318,0.0,25.7,33.5,19.5,Coahuila
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110830,0.0,25.7,33.5,16.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140618,0.0,25.8,33.5,19.4,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140814,0.0,25.8,33.5,17.9,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160702,0.0,25.9,33.5,18.1,San Luis Potosi
GHCND:MX000014066,GUADALAJARA MX,20110602,0.0,26.0,33.5,14.4,Jalisco
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20110913,6.6,26.1,33.5,22.0,Campeche
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20120317,0.0,26.1,33.5,19.2,Campeche
GHCND:MX000016144,ZAMORA MX,20120522,0.0,26.1,33.5,16.0,Michoacan
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110814,0.0,26.1,33.5,18.7,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120707,0.0,26.1,33.5,17.3,San Luis Potosi
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20131208,0.0,26.2,33.5,21.8,Campeche
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20140205,0.0,26.2,33.5,19.2,Campeche
GHCND:MXM00076840,ARRIAGA CHIS. MX,20120618,12.4,26.2,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110904,32.0,26.3,33.5,21.2,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20170111,0.0,26.3,33.5,21.0,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20170406,0.0,26.3,33.5,12.0,Guanajuato
GHCND:MX000014066,GUADALAJARA MX,20110603,0.0,26.3,33.5,14.9,Jalisco
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110829,28.7,26.4,33.5,22.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20111016,0.0,26.4,33.5,21.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140928,17.0,26.4,33.5,21.0,Chiapas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20161102,0.0,26.4,33.5,14.6,Coahuila
GHCND:MXM00076548,TAMPICO TAMPS MX,20120421,0.0,26.4,33.5,21.0,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20121230,0.0,26.6,33.5,18.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140902,5.6,26.6,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141115,0.0,26.6,33.5,21.5,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20110828,228.3,26.6,33.5,22.0,Sinaloa
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20120326,0.0,26.7,33.5,20.2,Campeche
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20160505,0.0,26.7,33.5,23.4,Campeche
GHCND:MX000017004,CUERNAVACA MX,20160315,0.0,26.7,33.5,14.5,Morelos
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110828,2.0,26.7,33.5,20.1,San Luis Potosi
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141201,0.0,26.8,33.5,21.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20160721,32.5,26.8,33.5,18.0,Chiapas
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20130110,0.0,26.9,33.5,21.8,Campeche
GHCND:MXM00076840,ARRIAGA CHIS. MX,20111022,0.0,26.9,33.5,21.0,Chiapas
GHCND:MX000017004,CUERNAVACA MX,20160528,0.0,26.9,33.5,16.8,Morelos
GHCND:MXM00076548,TAMPICO TAMPS MX,20170410,0.0,26.9,33.5,23.2,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140607,9.4,27.0,33.5,20.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141223,0.0,27.0,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141224,0.0,27.0,33.5,20.0,Chiapas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20140911,0.0,27.0,33.5,18.5,San Luis Potosi
GHCND:MXM00076840,ARRIAGA CHIS. MX,20120619,77.0,27.1,33.5,22.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20150914,4.1,27.1,33.5,22.0,Chiapas
GHCND:MX000016144,ZAMORA MX,20110506,0.5,27.1,33.5,15.0,Michoacan
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20120619,27.2,27.2,33.5,22.6,Campeche
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20130905,27.4,27.2,33.5,23.0,Campeche
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20151104,0.0,27.2,33.5,21.4,Sinaloa
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110718,15.0,27.3,33.5,22.6,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110828,0.0,27.3,33.5,22.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131031,2.0,27.4,33.5,20.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20141003,5.1,27.4,33.5,23.9,Sinaloa
GHCND:MXM00076258,CIUDAD OBREGON SON. MX,20170315,0.0,27.4,33.5,12.4,Sonora
GHCND:MXM00076840,ARRIAGA CHIS. MX,20111230,0.0,27.5,33.5,19.7,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20161110,0.0,27.5,33.5,23.2,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20150624,0.5,27.5,33.5,24.4,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110415,0.0,27.6,33.5,23.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20121124,0.0,27.6,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130504,0.0,27.6,33.5,21.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130714,30.0,27.6,33.5,19.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130903,0.0,27.6,33.5,19.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20151023,62.0,27.6,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20160612,0.0,27.6,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20160914,24.6,27.6,33.5,23.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20160925,1.0,27.6,33.5,22.0,Chiapas
GHCND:MX000017004,CUERNAVACA MX,20150427,0.0,27.6,33.5,16.5,Morelos
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20161115,0.0,27.6,33.5,22.2,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20121021,0.0,27.6,33.5,23.8,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20130703,0.5,27.6,33.5,23.4,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110823,0.3,27.7,33.5,18.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130929,0.0,27.7,33.5,19.5,Chiapas
GHCND:MXM00076548,TAMPICO TAMPS MX,20150628,0.0,27.7,33.5,24.8,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20120813,9.9,27.8,33.5,22.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130630,5.6,27.8,33.5,19.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140608,2.0,27.8,33.5,20.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20120820,0.0,27.9,33.5,21.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20121128,0.0,27.9,33.5,19.9,Chiapas
GHCND:MX000017004,CUERNAVACA MX,20140501,0.0,27.9,33.5,19.0,Morelos
GHCND:MXM00076548,TAMPICO TAMPS MX,20110425,0.0,27.9,33.5,24.0,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20110919,0.0,27.9,33.5,24.0,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20120713,17.3,27.9,33.5,24.4,Tampico
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20120818,0.0,28.0,33.5,23.8,Campeche
GHCND:MXM00076548,TAMPICO TAMPS MX,20120927,1.5,28.0,33.5,23.4,Tampico
GHCND:MXM00076695,INGENIERO ALBERTO ACUNA ONGAY MX,20150919,0.0,28.1,33.5,22.0,Campeche
GHCND:MXM00076840,ARRIAGA CHIS. MX,20121130,0.0,28.1,33.5,21.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130629,7.9,28.1,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20160915,9.1,28.1,33.5,23.0,Chiapas
GHCND:MXM00076548,TAMPICO TAMPS MX,20110421,0.0,28.1,33.5,23.8,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20151123,0.0,28.2,33.5,23.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20121020,0.0,28.3,33.5,21.4,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20161107,0.0,28.3,33.5,23.7,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20111013,0.0,28.3,33.5,24.6,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20120520,0.0,28.4,33.5,23.0,Tampico
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160914,0.0,28.5,33.5,20.5,Coahuila
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20141017,0.0,28.5,33.5,25.0,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20110724,0.0,28.5,33.5,25.6,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20110827,0.0,28.6,33.5,24.8,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20110915,0.0,28.6,33.5,25.0,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20120708,0.0,28.6,33.5,24.8,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140527,0.0,28.6,33.5,25.2,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130707,0.0,28.7,33.5,19.8,Chiapas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150709,0.0,28.7,33.5,20.4,Coahuila
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140824,0.0,28.7,33.5,23.9,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20110713,0.0,28.7,33.5,25.2,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20160823,0.0,28.7,33.5,25.0,Tampico
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20120815,5.3,28.8,33.5,23.8,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20131013,0.0,28.8,33.5,26.0,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20120709,0.0,28.8,33.5,24.8,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110302,0.0,28.9,33.5,21.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20120606,0.0,28.9,33.5,23.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20140303,0.0,28.9,33.5,17.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20151125,0.0,28.9,33.5,19.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140526,0.0,28.9,33.5,22.5,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20110526,0.0,28.9,33.5,25.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20120521,0.0,28.9,33.5,23.0,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20151029,5.1,29.0,33.5,21.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140610,0.8,29.0,33.5,24.8,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20140618,3.0,29.0,33.5,25.4,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141105,0.0,29.1,33.5,22.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20120712,0.0,29.1,33.5,24.9,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20161026,0.0,29.1,33.5,26.1,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20150706,10.9,29.1,33.5,24.4,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20130724,5.6,29.2,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20161112,0.0,29.2,33.5,20.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20110815,0.0,29.2,33.5,22.0,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140606,0.5,29.2,33.5,26.8,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20120726,0.0,29.2,33.5,25.4,Tampico
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131113,0.0,29.3,33.5,21.5,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140609,0.0,29.3,33.5,27.4,Sinaloa
GHCND:MXM00076548,TAMPICO TAMPS MX,20110730,0.0,29.3,33.5,26.0,Tampico
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20110626,0.0,29.4,33.5,24.7,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140913,0.0,29.4,33.5,22.9,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20150723,15.5,29.4,33.5,24.1,Sinaloa
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131209,0.0,29.6,33.5,20.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20141221,0.0,29.6,33.5,23.5,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20150602,0.0,29.6,33.5,21.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140901,0.0,29.6,33.5,27.6,Sinaloa
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110123,0.0,29.7,33.5,22.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131008,3.8,29.8,33.5,19.0,Chiapas
GHCND:MXM00076840,ARRIAGA CHIS. MX,20110601,1.0,29.9,33.5,24.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140628,0.0,29.9,33.5,26.2,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20140717,0.0,29.9,33.5,25.9,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20150619,0.0,29.9,33.5,27.0,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20160920,0.0,29.9,33.5,25.1,Sinaloa
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20161003,2.3,30.1,33.5,26.7,Sinaloa
GHCND:MXM00076840,ARRIAGA CHIS. MX,20151017,0.0,30.3,33.5,24.0,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20150614,0.0,30.3,33.5,27.3,Sinaloa
GHCND:MXM00076840,ARRIAGA CHIS. MX,20131029,0.0,30.9,33.5,21.0,Chiapas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20121011,0.0,24.5,33.5,15.3,Chihuahua
