STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN,State
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160310,12.2,0.8,8.8,-1.6,Zacatecas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130117,0.0,0.6,11.0,-9.6,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20170129,0.0,4.1,11.2,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130116,0.0,0.8,11.5,-9.6,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20141106,5.3,9.6,12.2,8.0,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20170216,0.0,7.8,12.4,4.4,Chihuahua
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161113,0.0,10.8,12.4,9.6,Zacatecas
GHCND:MXM00076423,DURANGO DGO. MX,20160310,1.3,5.1,12.6,1.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20150126,0.0,9.7,12.6,7.0,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150314,14.2,8.8,12.8,6.0,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130109,2.8,3.8,13.0,-1.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131227,0.0,7.4,13.2,4.9,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131108,7.4,11.4,13.2,9.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131127,0.0,3.7,13.4,-3.8,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20141224,0.0,4.1,13.5,-2.9,Chihuahua
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110113,0.0,11.0,13.5,8.0,San Luis Potosi
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150124,0.0,6.1,13.6,-1.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111217,0.0,8.2,13.8,0.3,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110101,0.0,7.1,13.9,0.1,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130114,0.0,8.4,13.9,0.2,Baja California
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20131231,3.8,10.6,14.0,9.0,Aguascalientes
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130104,0.0,5.1,14.2,0.9,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131126,0.0,7.6,14.2,0.6,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130112,0.0,8.7,14.2,1.2,Baja California
GHCND:MXM00076548,TAMPICO TAMPS MX,20170108,0.0,9.8,14.2,7.8,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140107,0.0,10.2,14.2,7.8,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20110211,0.0,10.3,14.2,7.8,Tampico
GHCND:MXM00076423,DURANGO DGO. MX,20130117,0.0,6.4,14.3,-3.9,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130113,0.0,4.5,14.4,-3.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150102,0.0,5.4,14.4,-3.3,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20141128,0.0,11.3,14.4,8.1,Chiapas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161204,14.7,10.7,14.5,9.2,Zacatecas
GHCND:MXM00076423,DURANGO DGO. MX,20161113,0.0,11.2,14.5,9.5,Durango
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20120211,10.2,11.6,14.5,9.2,Queretaro
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160104,0.8,11.1,14.6,7.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150125,0.0,9.9,14.8,5.4,Coahuila
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160309,0.0,4.7,15.0,0.2,Zacatecas
GHCND:MX000076577,GUANAJUATO MX,20160310,8.1,5.8,15.0,3.2,Guanajuato
GHCND:MXM00076548,TAMPICO TAMPS MX,20130106,0.0,13.8,15.0,11.0,Tampico
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160112,0.0,5.2,15.4,-4.4,Chihuahua
GHCND:MXM00076548,TAMPICO TAMPS MX,20161210,1.5,13.2,15.4,11.6,Tampico
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20170129,0.0,10.3,15.5,4.8,Coahuila
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120114,0.0,12.6,15.5,6.4,San Luis Potosi
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130106,0.0,6.4,15.6,-2.5,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20130118,0.0,6.4,15.6,-3.9,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161227,0.0,10.3,15.6,4.0,Baja California
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20131230,1.8,12.1,15.6,10.4,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20161113,0.0,12.9,15.6,12.0,Aguascalientes
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160103,0.0,9.9,15.7,7.0,Coahuila
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111207,0.0,7.4,15.8,-0.1,Baja California
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150203,0.0,9.5,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20130109,0.0,9.8,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20130106,0.0,9.9,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160102,24.9,10.0,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20140129,8.9,10.2,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150115,0.0,10.3,15.8,4.0,Coahuila
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20131231,0.0,10.4,15.8,4.0,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20150214,1.0,11.7,15.9,9.8,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150202,0.5,9.2,16.0,3.4,Chihuahua
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160105,0.0,10.8,16.0,8.0,San Luis Potosi
GHCND:MXM00076423,DURANGO DGO. MX,20141106,19.1,11.9,16.0,9.2,Durango
GHCND:MXM00076548,TAMPICO TAMPS MX,20110212,0.0,12.5,16.0,7.6,Tampico
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160113,0.0,12.7,16.1,9.6,San Luis Potosi
GHCND:MX000076577,GUANAJUATO MX,20131230,0.5,13.1,16.1,9.7,Guanajuato
GHCND:MXM00076423,DURANGO DGO. MX,20131127,0.0,6.4,16.2,-1.0,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160111,0.0,7.6,16.2,-5.0,Chihuahua
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160109,0.0,8.1,16.2,2.0,Zacatecas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20131128,0.0,10.3,16.2,3.6,Coahuila
GHCND:MX000076577,GUANAJUATO MX,20121105,0.0,13.8,16.2,11.7,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20120110,0.0,4.6,16.3,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20140107,3.6,4.8,16.3,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130118,0.0,5.0,16.3,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111207,0.0,5.2,16.3,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20170130,0.0,5.2,16.3,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160102,0.0,5.3,16.3,-3.2,Chihuahua
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120218,1.5,11.1,16.3,3.5,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170220,0.3,11.4,16.3,4.5,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120211,0.0,11.5,16.3,0.2,Zacatecas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130301,0.0,4.1,16.4,-3.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111223,0.0,6.1,16.4,-3.8,Chihuahua
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161114,4.1,13.5,16.4,10.0,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161112,0.3,11.4,16.5,9.0,Zacatecas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20130103,0.0,12.6,16.5,8.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20170109,0.0,12.6,16.5,4.0,San Luis Potosi
GHCND:MX000076577,GUANAJUATO MX,20120213,0.0,13.5,16.5,11.0,Guanajuato
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120210,0.3,8.6,16.6,0.2,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161226,0.0,9.2,16.6,4.0,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20121229,0.0,9.4,16.6,2.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20120209,6.1,9.7,16.6,3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20151231,0.0,9.7,16.6,0.0,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20161204,0.0,10.0,16.6,5.8,Durango
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160108,0.0,10.3,16.6,2.5,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170103,0.0,11.9,16.6,5.8,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20131129,0.0,12.4,16.6,9.8,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20131231,0.3,12.6,16.6,10.3,Guanajuato
GHCND:MXM00076423,DURANGO DGO. MX,20151218,0.0,5.7,16.6,-3.6,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20161205,1.0,6.1,16.6,-3.6,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20160309,0.0,6.2,16.6,-3.6,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20151214,0.0,6.3,16.6,-3.6,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20120310,0.0,9.0,16.7,0.5,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160203,0.0,9.2,16.7,2.9,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130115,0.0,5.5,16.8,-1.9,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150103,0.0,6.4,16.8,-1.9,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111221,0.0,9.2,16.8,1.0,Chihuahua
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20130118,0.0,9.6,16.8,-1.0,Coahuila
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111215,0.0,10.7,16.8,3.7,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20131130,0.0,11.9,16.8,9.0,Chiapas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131123,0.0,13.4,16.8,10.8,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110105,0.0,10.7,16.9,1.0,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111224,0.0,5.6,16.9,-1.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150213,0.0,5.6,16.9,-1.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130105,0.0,6.1,16.9,-1.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130110,0.0,6.1,16.9,-1.5,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151216,0.0,7.7,17.0,2.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160101,0.0,8.9,17.0,2.6,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120111,0.0,9.1,17.0,-0.2,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131209,0.0,10.2,17.0,1.9,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20161110,0.0,10.3,17.0,6.8,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20161209,0.0,10.4,17.0,2.2,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20121216,0.0,11.1,17.1,6.9,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170130,0.0,8.8,17.1,0.5,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161205,0.0,9.2,17.1,0.5,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160114,0.0,9.3,17.1,0.5,Zacatecas
GHCND:MXM00076423,DURANGO DGO. MX,20131231,0.0,8.4,17.2,5.0,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111204,0.0,10.6,17.2,3.4,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120104,0.0,10.6,17.2,1.4,Zacatecas
GHCND:MXM00076548,TAMPICO TAMPS MX,20140207,0.0,11.8,17.2,9.0,Tampico
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110220,0.0,12.9,17.2,8.3,Baja California
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20131231,0.0,12.9,17.2,7.5,Queretaro
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151231,0.0,9.3,17.3,-0.9,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20110129,0.0,11.8,17.3,2.2,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131210,0.0,7.6,17.4,0.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151228,0.0,7.6,17.4,0.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151230,0.0,7.6,17.4,0.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130116,0.0,8.1,17.4,0.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150101,3.0,8.1,17.4,0.3,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20170129,0.0,5.3,17.4,-5.9,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160204,0.0,4.7,17.4,-4.8,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20130109,0.0,5.9,17.4,-3.4,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20151217,0.0,6.2,17.4,-3.2,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151217,0.0,8.3,17.4,-0.4,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20110126,0.0,9.2,17.4,-2.4,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131215,0.0,10.1,17.4,-2.0,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111217,0.0,10.3,17.4,4.4,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20170109,0.0,12.2,17.4,9.0,Chiapas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160127,0.0,5.3,17.5,0.2,Zacatecas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150203,0.0,11.6,17.5,8.6,San Luis Potosi
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160128,0.0,2.5,17.6,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111226,0.0,2.6,17.6,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20151214,0.0,2.6,17.6,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20151218,0.0,3.2,17.6,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160109,0.0,3.3,17.6,-3.2,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151229,0.0,10.3,17.6,-1.6,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20150201,6.4,10.8,17.6,6.2,Durango
GHCND:MXM00076848,COMITAN CHIS. MX,20120104,2.8,11.2,17.6,7.3,Chiapas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160130,0.0,11.7,17.6,1.8,Zacatecas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131212,0.0,12.2,17.6,2.0,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20151218,0.0,7.4,17.7,-0.3,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130105,0.0,7.5,17.7,1.2,Baja California
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160321,0.0,12.6,17.7,8.6,San Luis Potosi
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20161112,3.3,13.1,17.7,9.0,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160309,0.0,6.2,17.8,3.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20110127,0.0,6.3,17.8,-2.8,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20141228,0.0,8.1,17.8,-0.6,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120103,0.0,8.5,17.8,1.4,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111205,0.0,9.1,17.8,2.8,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20141227,0.0,9.4,17.8,3.9,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111216,0.0,12.8,17.8,4.2,Baja California
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20130122,0.0,12.9,17.8,8.0,Puebla
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161022,0.0,13.3,17.8,8.6,Zacatecas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150315,0.0,13.7,17.8,10.6,Coahuila
GHCND:MXM00076548,TAMPICO TAMPS MX,20160113,0.0,16.2,17.8,15.0,Tampico
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20121230,0.0,9.9,17.9,3.7,Baja California
GHCND:MX000014066,GUADALAJARA MX,20150202,0.0,15.1,17.9,11.3,Jalisco
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131206,0.0,8.5,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161218,0.0,8.7,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110204,0.0,8.8,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131211,0.0,9.1,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111214,0.0,9.2,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20121231,0.0,9.2,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130101,0.0,9.2,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160102,0.0,9.2,18.0,2.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130103,0.0,9.4,18.0,2.0,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111127,0.0,4.5,18.0,-4.5,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160114,0.0,8.3,18.0,-1.4,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131223,0.0,9.4,18.0,-2.5,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20150204,0.0,9.5,18.0,0.0,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20150125,0.0,9.9,18.0,4.0,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131222,7.1,10.0,18.0,-1.5,Chihuahua
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20150124,0.0,10.0,18.0,5.2,San Luis Potosi
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170127,0.0,10.1,18.0,4.0,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120216,0.0,10.2,18.0,4.9,Zacatecas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20130301,0.3,11.5,18.0,6.2,San Luis Potosi
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160209,0.0,11.8,18.0,6.5,Zacatecas
GHCND:MXM00076848,COMITAN CHIS. MX,20131128,0.0,12.3,18.0,9.8,Chiapas
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110127,0.0,13.2,18.0,9.9,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20121212,0.0,13.9,18.0,10.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20141113,1.5,14.2,18.0,11.3,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20120208,0.5,14.3,18.0,10.4,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20160227,0.0,14.6,18.0,9.6,San Luis Potosi
GHCND:MXM00076548,TAMPICO TAMPS MX,20150105,0.0,15.4,18.0,13.6,Tampico
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150105,0.0,6.0,18.2,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131125,0.0,8.1,18.2,4.1,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130104,0.0,9.1,18.2,1.2,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170126,0.0,9.6,18.2,3.4,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120209,2.3,9.7,18.2,1.2,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160112,0.0,10.1,18.2,4.0,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120105,0.0,10.7,18.2,1.9,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160106,0.0,10.7,18.2,3.0,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160202,0.0,10.8,18.2,4.8,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160113,0.0,10.9,18.2,-0.2,Zacatecas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160110,0.0,11.3,18.2,1.3,Coahuila
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20121214,1.5,11.5,18.2,6.8,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160105,0.0,11.8,18.2,2.9,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111203,0.0,11.9,18.2,4.6,Baja California
GHCND:MXM00076548,TAMPICO TAMPS MX,20141113,17.5,12.3,18.2,10.6,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20131124,0.5,13.9,18.2,10.8,Tampico
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20161112,2.8,14.2,18.2,12.0,Aguascalientes
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20110205,0.0,6.7,18.3,-5.0,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20111128,0.0,6.8,18.3,-5.0,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120225,0.0,8.2,18.3,0.6,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170122,0.0,11.7,18.3,5.0,Zacatecas
GHCND:MXM00076848,COMITAN CHIS. MX,20130119,0.0,12.8,18.3,8.8,Chiapas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160101,0.0,14.0,18.3,10.0,Coahuila
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160127,0.0,6.0,18.4,1.5,Chihuahua
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20140116,0.0,8.5,18.4,7.2,Puebla
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130103,0.0,9.1,18.4,0.5,Chihuahua
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20130303,0.0,9.1,18.4,7.2,Puebla
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130216,0.0,9.2,18.4,-1.0,Chihuahua
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20160113,0.0,9.3,18.4,7.2,Puebla
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20140107,0.0,9.4,18.4,7.2,Puebla
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20160116,0.0,9.4,18.4,7.2,Puebla
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150311,10.4,10.1,18.4,5.5,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161228,0.0,11.5,18.4,2.5,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20161110,0.5,11.5,18.4,6.2,Durango
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20130107,0.0,11.8,18.4,4.8,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20150116,0.0,11.8,18.4,7.7,Durango
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20170216,0.0,12.3,18.4,9.4,San Luis Potosi
GHCND:MXM00076548,TAMPICO TAMPS MX,20111128,0.8,12.4,18.4,7.0,Tampico
GHCND:MXM00076848,COMITAN CHIS. MX,20121125,0.0,13.4,18.4,8.6,Chiapas
GHCND:MX000016144,ZAMORA MX,20131231,1.0,13.4,18.4,9.4,Michoacan
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20161110,0.0,13.7,18.4,11.8,Aguascalientes
GHCND:MXM00076848,COMITAN CHIS. MX,20150130,0.0,13.7,18.4,7.5,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20141212,0.0,13.9,18.4,11.1,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20120214,0.0,14.6,18.4,11.0,Guanajuato
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20110204,0.0,7.7,18.5,4.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20141118,0.0,8.3,18.5,4.2,San Luis Potosi
GHCND:MXM00076581,RIO VERDE S.L.P. MX,20131127,0.0,10.3,18.5,6.6,San Luis Potosi
